Index,ID,SourceName,CODICE_COMMITTENTE,ALIQUOTA_IVA,DATA,P_IVA,UNITAMISURA,IMPORTO_TOTALE_DOCUMENTO,NUMERO,TIPO_DOCUMENTO,RAGIONE_SOCIALE,SEDE_INDIRIZZO_CESSIONARIO,QUANTITA,DESCRIZIONE,IMPONIBILE_IMPORTO,PREZZO_UNITARIO,CATEGORIA
136,136,IT02046570426_73lbz,09247360960,22,2024-01-22,02675650028,,65.88,xihxgwxggu,TD01,FABRICK SPA,VIA STENDHAL ENRICO 30,1.0,NOLEGGIO ESERCENTE - Cod. Eser.: 687157 - Cod. Terminale: 02388485,18.0,18.0,Noleggi
137,137,IT02046570426_73lbz,09247360960,22,2024-01-22,02675650028,,65.88,xihxgwxggu,TD01,AXERVE SPA,VIA STENDHAL ENRICO 30,1.0,NOLEGGIO ESERCENTE - Cod. Eser.: 687157 - Cod. Terminale: 02388485,18.0,18.0,Noleggi
138,138,IT02046570426_73lbz,09247360960,22,2024-01-22,02675650028,,65.88,xihxgwxggu,TD01,FABRICK SPA,VIA STENDHAL ENRICO 30,1.0,NOLEGGIO ESERCENTE - Cod. Eser.: 687157 - Cod. Terminale: 02388485,18.0,18.0,Noleggi
139,139,IT02046570426_73lbz,09247360960,22,2024-01-22,02675650028,,65.88,xihxgwxggu,TD01,AXERVE SPA,VIA STENDHAL ENRICO 30,1.0,NOLEGGIO ESERCENTE - Cod. Eser.: 687157 - Cod. Terminale: 02388485,18.0,18.0,Noleggi
140,140,IT02046570426_73lbz,09247360960,22,2024-01-22,02675650028,,65.88,xihxgwxggu,TD01,FABRICK SPA,VIA STENDHAL ENRICO 30,1.0,NOLEGGIO ESERCENTE - Cod. Eser.: 687157 - Cod. Terminale: 02388485,18.0,18.0,Noleggi
141,141,IT02355260981_Ot8cV,09247360960,22,2024-01-10,05602640962,,8.65,Ot8cV,TD01,Bricocenter Italia S.r.l.,VIA STENDHAL 30,1.0,NASTRO,1.8,1.8,Altre Forniture
142,142,IT02355260981_Ot8cV,09247360960,22,2024-01-10,05602640962,,8.65,Ot8cV,TD01,Bricocenter Italia S.r.l.,VIA STENDHAL 30,1.0,SPRAY,5.29,5.29,Altre Forniture
143,143,IT02355260981_P2CeV,09247360960,22,2024-01-19,13000370158,,219.6,P2CeV,TD01,Eurocoltellerie Srl,"Via Enrico Stendhal, 30",1.0,Servizio noleggio lavastoviglie,60.0,60.0,Noleggi
144,144,IT02355260981_P2CeV,09247360960,22,2024-01-19,13000370158,,219.6,P2CeV,TD01,Eurocoltellerie Srl,"Via Enrico Stendhal, 30",1.0,Servizio noleggio lavastoviglie,60.0,60.0,Noleggi
145,145,IT02355260981_P2CeV,09247360960,22,2024-01-19,13000370158,,219.6,P2CeV,TD01,Eurocoltellerie Srl,"Via Enrico Stendhal, 30",1.0,Servizio noleggio lavastoviglie,60.0,60.0,Noleggi
146,146,IT03632460485_B3SR0,09247360960,22,2024-01-15,11991500015,CAD,98.75,05ZaJ,TD01,Intesa Sanpaolo S.p.a,VIA ENRICO STENDHAL 30,2.0,CANONE OTP VIRTUALE,1.98,0.99,Spese Bancarie
147,147,IT03632460485_B3SR0,09247360960,22,2024-01-15,11991500015,CAD,98.75,05ZaJ,TD01,Intesa Sanpaolo S.p.a,VIA ENRICO STENDHAL 30,1.0,CANONE MENS. INBIZ BASE ITALIA,25.0,25.0,Spese Bancarie
148,148,IT03632460485_B3SR0,09247360960,22,2024-01-15,11991500015,CAD,98.75,05ZaJ,TD01,Intesa Sanpaolo S.p.a,VIA ENRICO STENDHAL 30,2.0,CANONE OTP VIRTUALE,1.98,0.99,Spese Bancarie
149,149,IT03632460485_B3SR0,09247360960,22,2024-01-15,11991500015,CAD,98.75,05ZaJ,TD01,Intesa Sanpaolo S.p.a,VIA ENRICO STENDHAL 30,1.0,CANONE MENS. INBIZ BASE ITALIA,25.0,25.0,Spese Bancarie
150,150,IT03632460485_B3SR0,09247360960,22,2024-01-15,11991500015,CAD,98.75,05ZaJ,TD01,Intesa Sanpaolo S.p.a,VIA ENRICO STENDHAL 30,2.0,CANONE OTP VIRTUALE,1.98,0.99,Spese Bancarie
151,151,IT03632460485_B3SR0,09247360960,22,2024-01-15,11991500015,CAD,98.75,05ZaJ,TD01,Intesa Sanpaolo S.p.a,VIA ENRICO STENDHAL 30,1.0,CANONE MENS. INBIZ BASE ITALIA,25.0,25.0,Spese Bancarie
152,152,IT04157540966_2ylcj,09247360960,4,2024-01-08,02827030962,,328.34,2ylcj,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,2.056,POMO MIX MIN. (IT I),10.26,4.99,Food
153,153,IT04157540966_2ylcj,09247360960,4,2024-01-08,02827030962,,328.34,2ylcj,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.445,POMO. R. MAROCCO MIN MC (MA I),4.32,2.99,Food
154,154,IT04157540966_2ylcj,09247360960,10,2024-01-08,02827030962,,328.34,2ylcj,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.57,"PASTRAMI DI BOVINO 2,0KGCA",25.1,15.99,Food
155,155,IT04157540966_2ylcj,09247360960,4,2024-01-08,02827030962,,328.34,2ylcj,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,G700 CAROTE JULIENNE MC,2.79,2.79,Food
156,156,IT04157540966_2ylcj,09247360960,4,2024-01-08,02827030962,,328.34,2ylcj,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,G500 MISTICANZA VASCHETTA MC,5.59,5.59,Food
157,157,IT04157540966_2ylcj,09247360960,4,2024-01-08,02827030962,,328.34,2ylcj,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.144,PARM REGGIANO DOP 24M MC KG1CA,16.98,14.84,Food
158,158,IT04157540966_2ylcj,09247360960,4,2024-01-08,02827030962,,328.34,2ylcj,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.975,CACIOTTA DI AMATRICE KG2 CA,33.56,16.99,Food
159,159,IT04157540966_2ylcj,09247360960,10,2024-01-08,02827030962,,328.34,2ylcj,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,G480 PANBURGER SESAMO 6X80G MC,2.29,2.29,Food
160,160,IT04157540966_2ylcj,09247360960,10,2024-01-08,02827030962,,328.34,2ylcj,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.329,BRESAOLA BIO PUNTA D'ANCA 1/2,34.54,25.99,Food
161,161,IT04157540966_2ylcj,09247360960,10,2024-01-08,02827030962,,328.34,2ylcj,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,G150X8 BURGER SCOTTONA UNIKA,12.95,12.95,Food
162,162,IT04157540966_2ylcj,09247360960,10,2024-01-08,02827030962,,328.34,2ylcj,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,G150X8 BURGER SCOTTONA UNIKA,12.95,12.95,Food
163,163,IT04157540966_2ylcj,09247360960,10,2024-01-08,02827030962,,328.34,2ylcj,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,G150 BATTUTA BOV.PIEMON.SKIN,3.79,3.79,Food
164,164,IT04157540966_2ylcj,09247360960,10,2024-01-08,02827030962,,328.34,2ylcj,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,G150 BATTUTA BOV.PIEMON.SKIN,3.79,3.79,Food
165,165,IT04157540966_2ylcj,09247360960,10,2024-01-08,02827030962,,328.34,2ylcj,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,G150 BATTUTA BOV.PIEMON.SKIN,3.79,3.79,Food
166,166,IT04157540966_2ylcj,09247360960,10,2024-01-08,02827030962,,328.34,2ylcj,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,G150 BATTUTA BOV.PIEMON.SKIN,3.79,3.79,Food
167,167,IT04157540966_2ylcj,09247360960,10,2024-01-08,02827030962,,328.34,2ylcj,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,G150 BATTUTA BOV.PIEMON.SKIN,3.79,3.79,Food
168,168,IT04157540966_2ylcj,09247360960,10,2024-01-08,02827030962,,328.34,2ylcj,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,G150 BATTUTA BOV.PIEMON.SKIN,3.79,3.79,Food
169,169,IT04157540966_2ylcj,09247360960,10,2024-01-08,02827030962,,328.34,2ylcj,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,G150 BATTUTA BOV.PIEMON.SKIN,3.79,3.79,Food
170,170,IT04157540966_2ylcj,09247360960,10,2024-01-08,02827030962,,328.34,2ylcj,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,G150 BATTUTA BOV.PIEMON.SKIN,3.79,3.79,Food
171,171,IT04157540966_2ylcj,09247360960,10,2024-01-08,02827030962,,328.34,2ylcj,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,G500 MIX SEMI TOSTATI MC,5.89,5.89,Food
172,172,IT04157540966_2ylcj,09247360960,10,2024-01-08,02827030962,,328.34,2ylcj,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,MAGGIORANA VASO  (IT I),1.99,1.99,Food
173,173,IT04157540966_2ylcj,09247360960,5,2024-01-08,02827030962,,328.34,2ylcj,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,SALVIA VASO (IT I),1.79,1.79,Food
174,174,IT04157540966_2ylcj,09247360960,4,2024-01-08,02827030962,,328.34,2ylcj,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,KG1 IN. MISTA JULIENNE BS,4.09,4.09,Food
175,175,IT04157540966_2ylcj,09247360960,4,2024-01-08,02827030962,,328.34,2ylcj,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,KG1 IN. MISTA JULIENNE BS,4.09,4.09,Food
176,176,IT04157540966_2ylcj,09247360960,4,2024-01-08,02827030962,,328.34,2ylcj,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,G125X8 BURRATE MC,14.99,14.99,Food
177,177,IT04157540966_2ylcj,09247360960,4,2024-01-08,02827030962,,328.34,2ylcj,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,G125X8 BURRATE MC,14.99,14.99,Food
178,178,IT04157540966_2ylcj,09247360960,10,2024-01-08,02827030962,,328.34,2ylcj,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,"KG2,25 HAMBURGER BOV. COT. G90",23.99,23.99,Food
179,179,IT04157540966_2ylcj,09247360960,10,2024-01-08,02827030962,,328.34,2ylcj,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,"KG2,7 POLPETTE BOV. COTTE SURG",26.49,26.49,Food
180,180,IT04157540966_2ylcj,09247360960,10,2024-01-08,02827030962,,328.34,2ylcj,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,G450  PATATINA AMICA CHIPS,2.94,2.94,Food
181,181,IT04157540966_2ylcj,09247360960,10,2024-01-08,02827030962,,328.34,2ylcj,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,G450  PATATINA AMICA CHIPS,2.94,2.94,Food
182,182,IT04157540966_2ylcj,09247360960,10,2024-01-08,02827030962,,328.34,2ylcj,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,G450  PATATINA AMICA CHIPS,2.94,2.94,Food
183,183,IT04157540966_2ylcj,09247360960,10,2024-01-08,02827030962,,328.34,2ylcj,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,G450  PATATINA AMICA CHIPS,2.94,2.94,Food
184,184,IT04157540966_2ylcj,09247360960,10,2024-01-08,02827030962,,328.34,2ylcj,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,G450  PATATINA AMICA CHIPS,2.94,2.94,Food
185,185,IT04157540966_31euh,09247360960,4,2024-01-11,02827030962,,191.79,31euh,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,G500 MISTICANZA VASCHETTA MC,5.59,5.59,Food
186,186,IT04157540966_31euh,09247360960,22,2024-01-11,02827030962,,191.79,31euh,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,SECCHIO L16 C/STRIZZ.MASTB MP,12.49,12.49,Materiali di Cucina
187,187,IT04157540966_31euh,09247360960,22,2024-01-11,02827030962,,191.79,31euh,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,SECCHIO L16 C/STRIZZ.MASTB MP,12.49,12.49,Materiali di Cucina
188,188,IT04157540966_31euh,09247360960,4,2024-01-11,02827030962,,191.79,31euh,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,G500 MISTICANZA VASCHETTA MC,5.59,5.59,Food
189,189,IT04157540966_31euh,09247360960,22,2024-01-11,02827030962,,191.79,31euh,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,CL50 ACQUA RIOBA GAS PET,2.88,2.88,Beverage
190,190,IT04157540966_31euh,09247360960,22,2024-01-11,02827030962,,191.79,31euh,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,CL50 ACQUA RIOBA GAS PET,2.88,2.88,Beverage
191,191,IT04157540966_31euh,09247360960,10,2024-01-11,02827030962,,191.79,31euh,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,G150X8 BURGER SCOTTONA UNIKA,13.09,13.09,Food
192,192,IT04157540966_31euh,09247360960,10,2024-01-11,02827030962,,191.79,31euh,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,G150X8 BURGER SCOTTONA UNIKA,13.09,13.09,Food
193,193,IT04157540966_31euh,09247360960,10,2024-01-11,02827030962,,191.79,31euh,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,G150X8 BURGER SCOTTONA UNIKA,13.09,13.09,Food
194,194,IT04157540966_31euh,09247360960,22,2024-01-11,02827030962,,191.79,31euh,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,CL50 ACQUA COLUMBUS NAT PET,2.88,2.88,Beverage
195,195,IT04157540966_31euh,09247360960,22,2024-01-11,02827030962,,191.79,31euh,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,CL50 ACQUA COLUMBUS NAT PET,2.88,2.88,Beverage
196,196,IT04157540966_31euh,09247360960,10,2024-01-11,02827030962,,191.79,31euh,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,G500 RITAGLI SALMONE AFFUM.,5.59,5.59,Food
197,197,IT04157540966_31euh,09247360960,10,2024-01-11,02827030962,,191.79,31euh,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,G500 RITAGLI SALMONE AFFUM.,5.59,5.59,Food
198,198,IT04157540966_31euh,09247360960,10,2024-01-11,02827030962,,191.79,31euh,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,G500 RITAGLI SALMONE AFFUM.,5.59,5.59,Food
199,199,IT04157540966_31euh,09247360960,22,2024-01-11,02827030962,,191.79,31euh,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,2 MOP SPANISH 220GR COTONE MP,5.99,5.99,Altre Forniture
200,200,IT04157540966_31euh,09247360960,22,2024-01-11,02827030962,,191.79,31euh,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,SCOPA RAPIDA BI-INJECTION,8.99,8.99,Altre Forniture
201,201,IT04157540966_31euh,09247360960,22,2024-01-11,02827030962,,191.79,31euh,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,SCOPA RAPIDA BI-INJECTION,8.99,8.99,Altre Forniture
202,202,IT04157540966_31euh,09247360960,10,2024-01-11,02827030962,,191.79,31euh,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,KG2 TARALLI CLASS.MC,11.94,11.94,Food
203,203,IT04157540966_31euh,09247360960,10,2024-01-11,02827030962,,191.79,31euh,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,G160 BATTUTA FASSONE PIEM SKIN,4.05,4.05,Food
204,204,IT04157540966_31euh,09247360960,10,2024-01-11,02827030962,,191.79,31euh,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,G160 BATTUTA FASSONE PIEM SKIN,4.05,4.05,Food
205,205,IT04157540966_31euh,09247360960,10,2024-01-11,02827030962,,191.79,31euh,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,G160 BATTUTA FASSONE PIEM SKIN,4.05,4.05,Food
206,206,IT04157540966_31euh,09247360960,10,2024-01-11,02827030962,,191.79,31euh,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,G160 BATTUTA FASSONE PIEM SKIN,4.05,4.05,Food
207,207,IT04157540966_31euh,09247360960,10,2024-01-11,02827030962,,191.79,31euh,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,G160 BATTUTA FASSONE PIEM SKIN,4.05,4.05,Food
208,208,IT04157540966_31euh,09247360960,10,2024-01-11,02827030962,,191.79,31euh,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,G160 BATTUTA FASSONE PIEM SKIN,4.05,4.05,Food
209,209,IT04157540966_31euh,09247360960,22,2024-01-11,02827030962,,191.79,31euh,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,MANICO BICOLORE CM.130 TONKITA,2.0,2.0,Altre Forniture
210,210,IT04157540966_31euh,09247360960,22,2024-01-11,02827030962,,191.79,31euh,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,MANICO BICOLORE CM.130 TONKITA,2.0,2.0,Altre Forniture
211,211,IT04157540966_32pb3,09247360960,4,2024-01-13,02827030962,,513.7,32pb3,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,G1680 OLIVE BELLA CERIGNOLA MC,9.0,9.0,Food
212,212,IT04157540966_32pb3,09247360960,4,2024-01-13,02827030962,,513.7,32pb3,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,5.0,G1680 OLIVE BELLA CERIGNOLA MC,45.0,9.0,Food
213,213,IT04157540966_32pb3,09247360960,10,2024-01-13,02827030962,,513.7,32pb3,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,8.0,"KG2,5 CRUNCHY PETALS MC CAIN",57.52,7.19,Food
214,214,IT04157540966_32pb3,09247360960,10,2024-01-13,02827030962,,513.7,32pb3,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,9.0,KG1 POLPETTE BOVINO STAR,62.91,6.99,Food
215,215,IT04157540966_32pb3,09247360960,10,2024-01-13,02827030962,,513.7,32pb3,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,9.0,KG1 POLPETTE BOVINO STAR,62.91,6.99,Food
216,216,IT04157540966_32pb3,09247360960,22,2024-01-13,02827030962,,513.7,32pb3,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,CL50 ACQUA COLUMBUS NAT PET,2.88,2.88,Beverage
217,217,IT04157540966_32pb3,09247360960,22,2024-01-13,02827030962,,513.7,32pb3,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,CL50 ACQUA COLUMBUS NAT PET,2.88,2.88,Beverage
218,218,IT04157540966_32pb3,09247360960,22,2024-01-13,02827030962,,513.7,32pb3,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,CL75 MULLER TH AA PROD BOLZANO,44.34,44.34,Food
219,219,IT04157540966_32pb3,09247360960,22,2024-01-13,02827030962,,513.7,32pb3,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,CL 70 GIN MARE 42.7,25.99,25.99,Beverage
220,220,IT04157540966_32pb3,09247360960,22,2024-01-13,02827030962,,513.7,32pb3,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,CL 70 GIN MARE 42.7,25.99,25.99,Beverage
221,221,IT04157540966_32pb3,09247360960,22,2024-01-13,02827030962,,513.7,32pb3,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,CL 70MEZCAL ENCANTADO 43.,27.5,27.5,Beverage
222,222,IT04157540966_32pb3,09247360960,22,2024-01-13,02827030962,,513.7,32pb3,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,CL 70 GIN HENDRICK S 44.0,25.19,25.19,Beverage
223,223,IT04157540966_32pb3,09247360960,22,2024-01-13,02827030962,,513.7,32pb3,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,CL 70 GIN HENDRICK S 44.0,25.19,25.19,Beverage
224,224,IT04157540966_32pb3,09247360960,22,2024-01-13,02827030962,,513.7,32pb3,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,CONF. 10 BOMBOLETTE SELTZ-B,6.99,6.99,Beverage
225,225,IT04157540966_32pb3,09247360960,4,2024-01-13,02827030962,,513.7,32pb3,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,10.379,LIMONI CAL. 4/6 CASSA (ES II),13.39,1.29,Food
226,226,IT04157540966_32pb3,09247360960,4,2024-01-13,02827030962,,513.7,32pb3,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,4.458,LIME CAL. 48/54 CASSA (BR I),13.33,2.99,Food
227,227,IT04157540966_33pu0,09247360960,10,2024-01-15,02827030962,,457.67,33pu0,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,G166 NUTELLA BISCUIT T12,1.81,1.81,Food
228,228,IT04157540966_33pu0,09247360960,4,2024-01-15,02827030962,,457.67,33pu0,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.011,"PEC BLU MAREMMA KG1,5 CA*",22.04,21.8,Food
229,229,IT04157540966_33pu0,09247360960,4,2024-01-15,02827030962,,457.67,33pu0,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,0.956,PECORINO STAG GROTTA SV KG1CA*,16.72,17.49,Food
230,230,IT04157540966_33pu0,09247360960,10,2024-01-15,02827030962,,457.67,33pu0,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,2.83,MORT.IGP PIS.1/2 KG 2.5 MC,20.91,7.39,Food
231,231,IT04157540966_33pu0,09247360960,10,2024-01-15,02827030962,,457.67,33pu0,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,25FL TEA EARL GREY TWININGS,3.75,3.75,Beverage
232,232,IT04157540966_33pu0,09247360960,10,2024-01-15,02827030962,,457.67,33pu0,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,KG 1 SALAME CIOCCOLATO 12/14 F,11.6,11.6,Food
233,233,IT04157540966_33pu0,09247360960,10,2024-01-15,02827030962,,457.67,33pu0,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,G200 FIL. SGOMBRO AFF. AL PEPE,7.29,7.29,Food
234,234,IT04157540966_33pu0,09247360960,10,2024-01-15,02827030962,,457.67,33pu0,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,G200 FIL. SGOMBRO AFF. AL PEPE,7.29,7.29,Food
235,235,IT04157540966_33pu0,09247360960,10,2024-01-15,02827030962,,457.67,33pu0,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,G500 RITAGLI SALMONE AFFUM.,5.81,5.81,Food
236,236,IT04157540966_33pu0,09247360960,10,2024-01-15,02827030962,,457.67,33pu0,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,G500 RITAGLI SALMONE AFFUM.,5.81,5.81,Food
237,237,IT04157540966_33pu0,09247360960,22,2024-01-15,02827030962,,457.67,33pu0,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,CL75 S.CATERINA RIBOLLA VEN IG,5.59,5.59,Beverage
238,238,IT04157540966_33pu0,09247360960,22,2024-01-15,02827030962,,457.67,33pu0,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,5.0,CL75 S.CATERINA RIBOLLA VEN IG,27.95,5.59,Beverage
239,239,IT04157540966_33pu0,09247360960,10,2024-01-15,02827030962,,457.67,33pu0,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,"KG 1,8 VEGAN BURGER MC",20.19,20.19,Food
240,240,IT04157540966_33pu0,09247360960,10,2024-01-15,02827030962,,457.67,33pu0,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,G900 PANNA COTTA G100X9 MC,8.49,8.49,Food
241,241,IT04157540966_33pu0,09247360960,10,2024-01-15,02827030962,,457.67,33pu0,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,G100X12 SOUFFLE CIOCCOLATO MC,12.84,12.84,Food
242,242,IT04157540966_33pu0,09247360960,10,2024-01-15,02827030962,,457.67,33pu0,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,KG 2.275 PULLED PORK SV MC,27.99,27.99,Food
243,243,IT04157540966_33pu0,09247360960,4,2024-01-15,02827030962,,457.67,33pu0,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,G800 40 FETTINE CHEDDAR WELC,5.95,5.95,Food
244,244,IT04157540966_33pu0,09247360960,4,2024-01-15,02827030962,,457.67,33pu0,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,G800 40 FETTINE CHEDDAR WELC,5.95,5.95,Food
245,245,IT04157540966_33pu0,09247360960,4,2024-01-15,02827030962,,457.67,33pu0,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,G800 40 FETTINE CHEDDAR WELC,5.95,5.95,Food
246,246,IT04157540966_33pu0,09247360960,4,2024-01-15,02827030962,,457.67,33pu0,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,KG1 IN. MISTA JULIENNE BS,4.09,4.09,Food
247,247,IT04157540966_33pu0,09247360960,4,2024-01-15,02827030962,,457.67,33pu0,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,KG1 IN. MISTA JULIENNE BS,4.09,4.09,Food
248,248,IT04157540966_33pu0,09247360960,10,2024-01-15,02827030962,,457.67,33pu0,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,KG 2.275 PULLED PORK SV MC,27.99,27.99,Food
249,249,IT04157540966_33pu0,09247360960,22,2024-01-15,02827030962,,457.67,33pu0,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,CL 33 COCA COLA ZERO VAP,15.6,15.6,Beverage
250,250,IT04157540966_33pu0,09247360960,22,2024-01-15,02827030962,,457.67,33pu0,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,CL 33 COCA COLA ZERO VAP,15.6,15.6,Beverage
251,251,IT04157540966_33pu0,09247360960,4,2024-01-15,02827030962,,457.67,33pu0,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,G400 PASSATA POMODORO MUTTI,1.09,1.09,Food
252,252,IT04157540966_33pu0,09247360960,4,2024-01-15,02827030962,,457.67,33pu0,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,11.0,G400 PASSATA POMODORO MUTTI,11.99,1.09,Food
253,253,IT04157540966_33pu0,09247360960,10,2024-01-15,02827030962,,457.67,33pu0,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,G380 VASO ALICI O.O.RIZZOLI,11.14,11.14,Food
254,254,IT04157540966_33pu0,09247360960,10,2024-01-15,02827030962,,457.67,33pu0,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,G950 POM. ROSSI SPICCHI SEMIS,6.49,6.49,Food
